"N0","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","N11","N12","N13","N14","N15","N16","N17","M0P1","M0P2","Class"
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0.2809962334
0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0.245652802
1,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,1,0,2,0,0.5909041479
1,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,1,1,1,0.135855849
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0.2629956462
0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,1,1,0.3328931896
0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0.2587767403
1,1,0,0,0,1,1,0,1,2,1,0,0,2,0,0,1,1,1,0,0.846133197
0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0.6967539668
0,0,0,0,1,1,0,0,1,1,0,0,1,1,2,0,1,2,2,1,0.5776594419
0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,2,0.5269694751
0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,2,2,0.1534606441
0,2,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0.6880583147
1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0.2910818955
0,0,0,1,0,0,2,0,0,2,1,1,0,0,0,0,1,0,1,0,1.0318296211
0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,2,0,1,2,0.8080336306
1,1,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1,1,1,0,0.7210673137
0,1,0,0,1,1,0,1,1,0,2,1,0,0,0,0,0,2,2,2,0.1686669447
0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,2,1,0.5298282823
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,2,0.6897774641
1,2,0,0,0,0,0,1,0,2,0,0,0,1,1,0,2,0,1,1,0.504510743
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0.3618999497
0,0,1,0,0,0,1,0,2,1,1,0,0,1,0,0,0,2,0,1,0.8625379003
0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,2,0.9421345514
1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,1,1,2,0.8535267951
0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,2,1,2,2,0.380497258
0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,2,0.8351861707
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,-0.0311680098
0,1,1,1,0,1,0,0,1,2,1,0,0,0,0,0,2,2,2,1,0.6170665033
0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,2,0.7380309212
0,2,0,0,0,0,1,0,1,2,0,1,0,1,0,0,2,0,1,2,0.4661233227
1,0,2,0,0,1,1,0,1,1,2,0,0,1,0,0,0,1,1,2,0.9366399903
0,0,0,0,1,0,1,0,1,2,1,0,0,1,0,0,0,0,1,2,0.664143781
0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,2,2,0,0,0.8062546622
0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,1,0.4646220583
0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,2,1,0,0.7545309195
0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0.4320017361
1,0,0,0,0,0,1,1,0,2,1,0,0,1,0,1,1,0,1,1,0.201093232
0,1,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0.060890036
1,1,0,0,0,0,1,0,1,0,1,0,1,1,2,1,2,1,1,0,0.9217273844
0,1,0,0,0,0,1,0,0,1,2,0,0,0,2,0,1,0,0,2,0.0503586601
0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,1,1,1,1,0,0.3686965859
1,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,2,1,0,0.4890830222
0,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,2,0,0.5097450429
0,2,1,0,1,1,0,0,1,0,2,0,1,0,0,0,0,1,1,2,0.8390940203
0,1,1,0,0,1,1,0,2,0,1,0,0,1,0,0,0,1,0,1,0.5998460378
0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,2,1,2,0.6662020216
0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,0,1,1,1,2,0.5139416282
1,1,0,0,0,1,0,0,1,1,1,1,0,2,0,0,1,1,2,1,0.6580657934
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,2,1,1.0856006475
0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0.6907811697
0,0,1,0,0,0,2,0,1,1,2,0,0,0,1,0,0,2,2,0,0.0920554456
0,1,0,0,0,1,0,1,0,2,0,0,0,1,0,1,2,1,2,1,0.688025869
0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,1,1,2,2,0.1020308344
0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,2,1,1,0.154394588
0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,2,1,0.8218055853
0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,1,0.4347342789
0,0,0,1,0,2,2,0,2,2,2,0,1,1,2,0,2,1,1,0,0.7794983069
0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,-0.149105672
0,1,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0.2856419963
0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2,1,0.8791490761
0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0.5151858194
0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,2,0,2,0.0858290267
0,0,0,0,1,1,0,0,0,0,2,0,0,2,1,0,1,1,2,0,0.3377297186
1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0.3284217635
0,2,1,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,1,0,0.7366537301
0,1,1,0,0,0,2,0,1,0,1,1,0,1,1,0,2,1,2,1,1.233763628
0,2,0,0,0,1,0,0,2,1,0,0,0,0,1,0,2,0,1,0,0.5398452014
1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,1,1,0.089928643
0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,0.840852652
0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,1,0,0.5407566942
0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,2,1,2,1,0.7751560378
1,1,0,0,0,0,2,2,1,2,1,0,1,1,0,0,1,1,0,1,1.0241956099
0,2,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,1,1,1,0.1917804085
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,1,0,0.70587551
1,0,0,0,0,0,1,0,1,1,1,0,0,2,0,0,1,1,2,1,0.6098268565
0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,2,1.0975118766
0,1,0,0,1,0,0,1,2,2,0,0,0,2,0,1,0,1,0,1,0.5808319572
0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0.0646276129
0,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0.609784106
0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0.5944891976
0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2,-0.0978172082
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0.4216843628
0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,1,1,0.2181603753
0,2,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,2,2,1,0.4653468548
0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,2,2,2,0.2297385923
0,1,0,0,0,0,2,0,1,0,0,0,1,0,2,1,2,1,1,2,0.3847063018
0,0,0,0,1,0,2,0,0,2,1,0,0,1,0,0,0,0,2,2,0.6425713988
0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0.3903506201
1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0.3998813556
0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,2,0.4510255985
0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0.5860899801
0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,2,1,0,0.4362223349
0,2,0,0,0,0,1,0,0,1,2,0,0,1,1,0,2,1,1,2,0.820903144
0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,2,1,1,1,0.0837794362
0,1,0,0,1,0,0,0,1,1,1,1,0,0,2,0,1,0,0,2,0.1041511743
0,1,0,0,0,0,1,0,2,2,0,0,1,1,2,0,0,0,1,0,0.8209717848
0,1,1,0,0,0,1,1,0,2,1,0,0,1,0,0,1,0,1,2,0.7212451232
0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,1,2,0.5262534185
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0.9801076399
0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,1.0072994232
0,2,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,1,2,0,-0.2032251122
0,1,0,1,0,0,0,0,2,2,0,0,0,1,0,0,2,1,2,1,0.5285776432
0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,-0.0645349026
0,2,0,0,0,0,1,0,2,1,1,0,1,1,1,0,2,2,0,0,0.3700316144
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0.647388532
0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,2,1,0.8177500703
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0.543756504
0,1,0,0,0,0,1,0,0,2,0,1,0,2,1,0,1,1,2,1,0.4286604085
0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,2,0,0.1869918409
0,0,0,1,0,0,1,0,1,2,0,0,1,0,0,0,0,1,1,2,0.8417254463
1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0.6166346102
0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,2,0.4463395149
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,2,0.2513707356
0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0.5572258711
0,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,1,1,0,1.0618698643
1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,2,0,0.4145824786
0,1,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,1,1,0,0.8965946384
0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,2,2,2,0.3653824226
1,1,0,0,0,1,2,0,1,1,1,0,0,0,0,0,1,1,2,2,0.3877987769
0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0.7736552943
0,1,0,0,0,0,1,0,0,1,0,0,1,2,1,0,0,0,2,2,0.2185605375
0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,2,1,1,2,0.6321237303
0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,2,2,0.1277279894
0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,1,2,0,0.3348921368
1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0.86797973
0,0,1,2,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0.4060803309
1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0.2401269549
0,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,2,1,0.7141260247
0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,2,1,1,0,0.839095
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0.309820946
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,1,0.7639316083
0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,1,1,2,1,1,0.3880004457
1,0,0,0,0,1,2,0,2,1,1,0,0,1,0,0,1,0,1,2,0.6803847876
0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,1,0.6138049139
1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,2,1,0.7696295533
1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,2,0,0.881930044
1,0,0,1,0,0,0,0,1,2,1,0,1,0,1,0,2,0,2,2,0.1644389362
0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,2,1,1,0,0.5463306838
0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1.060927443
1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,2,2,-0.0006665641
0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0.0550958749
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0.2385175995
1,1,1,0,0,1,1,0,1,1,2,0,0,0,0,1,1,1,2,2,0.2119312795
2,0,0,0,0,1,0,1,1,1,1,0,0,2,0,0,1,1,1,2,0.988839474
1,0,0,0,1,0,0,0,1,2,2,1,0,0,1,0,1,1,0,2,0.3274773419
0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0.5751163376
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0.3316989921
0,1,0,0,0,0,0,0,0,1,2,1,0,0,2,0,1,0,1,0,0.8539469887
0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0.268897011
0,1,0,0,1,0,0,0,2,2,0,0,0,0,1,0,2,1,1,1,0.3162225812
1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,2,2,1,2,0.5378612383
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.1231105219
0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0.4736924852
1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.280492607
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0.5897673182
0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,2,0.6545996844
0,0,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,1,0,2,0.3794385962
0,1,0,0,0,0,1,1,1,1,2,0,0,1,0,1,1,1,2,2,0.0250057265
1,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,1,2,1,2,0.8646328396
0,1,0,0,0,0,2,0,1,1,1,2,0,0,1,0,1,2,0,1,0.7699992067
0,0,0,0,0,2,0,0,1,1,1,0,1,1,0,0,0,1,0,2,0.1187955344
0,0,1,0,2,1,1,0,0,0,1,0,0,1,0,0,1,2,0,1,0.8831563972
0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0.4876278043
1,1,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0.6728856926
0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0.5879523617
1,0,1,0,1,1,0,0,1,1,2,0,0,0,0,0,1,0,1,1,-0.1895829395
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.3322411049
0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0.6407534334
0,0,1,0,0,1,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0.1720295748
0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,1,2,2,0,0.5511838111
1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1.1354095202
1,0,0,1,1,1,2,1,0,1,1,0,0,0,0,0,2,1,1,2,0.2805339055
0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.8265482232
0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,2,1,2,0.8333711297
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,2,0.0209979956
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0.4268955928
0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,2,0.4650455933
2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0.3536508324
0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,2,2,1,1,0.438139975
0,1,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0.3020743618
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0.4682936961
1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,2,1,0,2,0.3908168485
0,1,0,0,1,1,0,1,2,1,0,0,0,1,0,0,1,0,0,1,0.6667316922
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0.3907526815
1,1,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,1,1,2,0.5962655683
1,2,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0.9157126905
0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0.6209676842
1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1.0497773749
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0.0370481164
1,1,0,0,0,1,1,2,1,1,1,1,0,0,0,0,0,0,1,2,0.5539863879
0,2,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0.783572378
0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0.4292165263
2,0,1,0,0,2,2,0,0,0,1,0,0,1,2,0,0,0,2,1,1.0218355213
0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0.3637025689
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0.9509093247
0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,2,1,1.0064584973
0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,2,1,0,1,0.4616136766
0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0.5546904185
0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0.6874125539
0,1,0,1,0,1,1,0,1,1,1,0,0,1,2,0,1,0,1,1,0.1666792004
1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,1,1,0.3937044296
0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0.688868791
0,1,0,1,0,0,0,1,2,2,0,0,0,1,0,0,2,0,1,1,0.1102433771
0,1,0,0,0,1,1,0,1,2,0,1,0,0,0,1,2,1,2,1,0.619316889
0,2,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0,1,2,1,0.2955649198
1,0,2,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,-0.0779560331
1,0,0,0,0,0,1,0,1,2,1,0,0,1,1,1,1,1,1,1,0.6919387948
0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,2,0,2,0.2827390363
0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0.4459461909
0,1,0,0,0,2,0,0,0,1,2,1,0,1,0,1,2,1,2,1,0.724218783
1,1,1,0,2,2,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0.6152272068
0,0,0,0,0,0,1,0,2,1,0,0,0,1,1,0,1,1,1,0,0.8959873526
0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,2,1,1,0.4109308928
1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0.6763796463
0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,2,1,0.8749193568
1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,2,0.1773075581
1,1,0,0,0,0,0,0,0,1,0,2,0,2,1,0,1,1,0,2,0.3122871838
0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,1,2,0.6312431706
0,0,0,0,0,1,2,1,1,1,1,1,0,0,1,1,1,1,0,2,0.6438248365
2,0,0,1,1,1,1,0,2,2,1,1,0,1,0,0,0,1,1,1,0.1922329685
1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0.3754284719
0,2,0,0,1,1,2,0,1,0,1,1,0,1,1,0,1,0,1,1,0.0707167885
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0.3067020562
1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,2,0.4083308679
1,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,2,0,0,2,0.148081146
0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,-0.053186645
0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,2,1,0.4494128981
0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,2,1,1,0.6005498056
0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0.6271550571
0,1,0,0,0,0,0,0,1,2,0,1,2,1,0,1,2,1,1,1,0.2721759928
0,0,0,1,1,1,2,0,0,1,1,0,0,1,1,0,0,0,1,1,0.3975446729
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0.2231070609
0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0.6867514087
0,1,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,1,1,2,0.5929706219
0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0.5676893136
0,1,0,0,1,1,0,0,1,1,1,0,0,1,2,0,2,2,1,1,0.3941715426
0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,2,0,1,2,0.6157307345
0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,2,2,2,0.5135704423
0,1,0,0,1,0,0,0,1,1,2,1,0,2,1,0,1,2,1,1,0.192473432
0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0.2858455682
0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0.1254740517
0,2,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0.6856274639
0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0.2389886268
0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,2,0,1,2,0.3379705981
0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,1,1,0,0.8806507999
0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,1,1,1,1,0.2782175071
0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,1,0.6878285457
0,0,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,1,2,1,0.9290322599
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0.3684708973
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.1965022783
0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0.3624207957
0,2,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,2,1,0.4361825536
0,0,0,0,0,0,2,0,2,1,0,1,1,1,0,0,0,1,1,2,0.9757810478
0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0.2607801775
0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,2,2,1,0.9799437531
1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,2,0,1,1,0.2573035048
0,2,0,0,1,0,0,0,0,2,1,1,0,1,0,0,2,1,0,1,0.9200913864
0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0.6770800384
0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,2,0,0,0.2357724169
0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,1,2,0,2,1,0.5876194888
0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,1,1,2,2,0.217115881
0,0,0,1,0,0,1,0,1,1,2,0,0,0,1,0,1,0,0,1,0.7857784571
0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0.3230472809
0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,2,0.8257054993
1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0.5201364039
0,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0.4433125849
0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,2,1,1,0,0.8000499251
1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2,1,1,1,0.4311534434
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.710364906
0,1,0,1,0,1,0,0,0,1,2,0,0,0,0,0,1,1,1,2,0.8334997822
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0.1223739219
